Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice-Tax credit note Date,Tax Invoice/Tax credit note Received Date,Reporting period from,Reporting period to,Tax Invoice/Tax credit note Amount AED (before VAT),Supplier Name,Supplier Name,Supplier TRN,Clear description of the supply,VAT Amount AED,VAT Amount Recovered AED,VAT adjustments
01 Invoice,111111111111111,ABC LTD.,90013557,8/16/2024,8/31/2024,8/1/2024,8/31/2024,"5,489.00",CONARES METAL SUPPLY LIMITED,CONA,10003XXXXX00003,"Cutting /Slitting Charges
 9.53mm x 1500mm x Coil
 Slitting the width into halves
 Each Slit width Will be 740 mm to 745 mm 
 Coil No.: 236116334
 Coil weight: 29.6700MT
 Origin of coil: China
 Grade: X52",274.45,274.45,-
01 Invoice,111111111111111,ABC LTD.,AE01AE10036665,8/23/2024,8/26/2024,8/1/2024,8/31/2024,"30,232.00",ERNST & YOUNG,ERNS,10004XXXXX00003,"Professional /Consultancy Fees
 FEE
 Accounting and Audit Services","1,511.60","1,511.60",-
01 Invoice,111111111111111,ABC LTD.,2175478,7/26/2024,8/28/2024,8/1/2024,8/31/2024,400,DIRECT DOCUMENTS SERVICES,DIRE,10035XXXXX00003,"Document Processing/legalization Charges
 Service charges",20,20,-
01 Invoice,111111111111111,ABC LTD.,AE01AE10036664,8/23/2024,8/26/2024,8/1/2024,8/31/2024,"25,707.60",ERNST & YOUNG,ERNS,10004XXXXX00003,"Professional /Consultancy Fees
 FEE
 Accounting and Audit Services","1,285.38","1,285.38",-
01 Invoice,111111111111111,ABC LTD.,2024/166,8/16/2024,8/28/2024,8/1/2024,8/31/2024,800,MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,"DBB CONTRACTING 
 AMDSTC To NIZWA-12M
 RNTSO-000180
 AMSS-000840-06-08-2024
 25420-DXB",40,40,-
01 Invoice,111111111111111,ABC LTD.,274999,8/29/2024,8/31/2024,8/1/2024,8/31/2024,"3,710.00",ZAKER TRADING L L C,ZAKE,10007XXXXX00003,WELDING ELECTRODE ROD 3.2 MM E7018-1-PACKET,185.5,185.5,-
01 Invoice,111111111111111,ABC LTD.,2024/182,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"2,400.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,"DBB CONTRACTING LLC
 NIZWA-SHARJAH-12M-RNTSO-000180
 AMSS-000865-26/08/2024-45524-DXB
 AMSS-000874-27/08/2024-25420-DXB
 AMSS-000882-31/08/2024-36988-DXB",120,120,-
01 Invoice,111111111111111,ABC LTD.,JK-477,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"17,520.00",AL FARIS GENERAL LAND TRANSPORT,AL F,10035XXXXX00003,"CAT INTERNATIONAL LIMITED - ABUDHABI
 HAMEEM ABU DHABI-12M-RNTSO-000192
 AMSS-000844-09/08/2024-81087-DXB
 AMSS-000845-12/08/2024-81087-DXB
 AMSS-000846-13/08/2024-81087 DXB",876,876,-
01 Invoice,111111111111111,ABC LTD.,2024/183,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"2,370.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,"RETURN FROM WALK THRU
 ADH TO AMDSTC -12M
 94246-DXB-01-08-2024
 45524-DXB-03-08-2024",118.5,118.5,-
01 Invoice,111111111111111,ABC LTD.,23913,8/31/2024,8/31/2024,8/1/2024,8/31/2024,840.00,JASBIR JAMMU TRANSPORT BY HEAVY TRUCKS LLC,JASB,10036XXXXX00003,"I G S FOUNDATION CONTRACTING LLC
 JUMERIYAH-ALQOUZ-12M-RNTSO-000194
 AMSS-000836-39873-DXB-02-08-2024
 AMSS-000838-7625-DXB-05-08-2024",42.00,42,-
01 Invoice,111111111111111,ABC LTD.,2024/175,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"17,650.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,"CAT INTERNATIONAL LIMITED - ABUDHABI
 HAMEEM ABU DHABI-12M-RNTSO-000192
 AMSS-000839-06/08/2024-27899-DXB
 AMSS-000841-07/08/2024-34362-DXB
 AMSS-000843-08/08/2024-25420 DXB",882.5,882.5,-
01 Invoice,111111111111111,ABC LTD.,9890,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"3,325.00",AHMAD ABDLLA ALFALASI TRANSPORT L LC,AHMA,10038XXXXX00003,"SWEET WATER 5000 GLN
 MONTH AUG-2024
 TOTAL-7 TRIPS
 FOR SSP AND TRB WASHING",166.25,166.25,-
01 Invoice,111111111111111,ABC LTD.,CI006467,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"72,996.00",LIBERTY STEEL & WELDING L L C,LIBE,10025XXXXX00003,"Temporary Staff Cost
 FABRICATORS","3,649.80","3,649.80",-
01 Invoice,111111111111111,ABC LTD.,93534,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"24,534.00",DOUBLE ENERGY GASES L L C,DOUB,10023XXXXX00003,ACETYLENE 210 CFT,"1,226.70","1,226.70",-
01 Invoice,111111111111111,ABC LTD.,3M-2982-24,7/23/2024,8/2/2024,8/1/2024,8/31/2024,"43,500.00",3M STAR COMPUTERS LLC,3M S,10039XXXXX00003,30% 2ND ADVANCE TO 3M STAR COMPUTERS FOR PO20016338,"2,175.00","2,175.00",-
01 Invoice,111111111111111,ABC LTD.,241152,8/1/2024,8/15/2024,8/1/2024,8/31/2024,"111,872.60",AL IKHAA CONTRACTING LLC,AL I,10033XXXXX00003,CAPEX 1ST PAYMENT TO AL IKHAA CONTRACTING LLC FOR PO20015993,"5,593.63","5,593.63",-
01 Invoice,111111111111111,ABC LTD.,37746,7/12/2024,8/31/2024,8/1/2024,8/31/2024,"-3,080.00",AL MIQAT HARDWARE TR LLC,AL M,10037XXXXX00003,Advance Adjustment,-154,-154,-
01 Invoice,111111111111111,ABC LTD.,JAKTC-TIN-2024-0039,7/24/2024,8/2/2024,8/1/2024,8/31/2024,"132,000.00",JESSR AL KHALEEJ TECH CONT L L C,JESS,10038XXXXX00003,5HVP1-40% PAYMENT TO AL JESSR FOR ELECTRICAL WORK PO50004764,"6,600.00","6,600.00",-
01 Invoice,111111111111111,ABC LTD.,ASA-HFZ-242-2024,7/16/2024,8/5/2024,8/1/2024,8/31/2024,"10,000.00",ALSHAMS ALSATHAA ENGINEERING CONSULTANTS,ALSH,10048XXXXX00003,5HVP1-20% ADVANCE TO ALSHAMS FOR PO50005269,500,500,-
01 Invoice,111111111111111,ABC LTD.,ACS/2024/0584,5/8/2024,8/6/2024,8/1/2024,8/31/2024,"149,875.00",ACE CRANE SYSTEMS L L C,ACE,10003XXXXX00003,5HVP1-25% CAPEX ADVANCE TO ACE CRANE FOR PO50005335,"7,493.75","7,493.75",-
01 Invoice,111111111111111,ABC LTD.,9502,8/8/2024,8/8/2024,8/1/2024,8/31/2024,"259,360.00",GREEN PREFAB FZE,GREE,10037XXXXX00003,5HVP1-40% CAPEX PAYMENT TO GREEN PREFAB FOR PO50005327,"12,968.00","12,968.00",-
01 Invoice,111111111111111,ABC LTD.,3M-2985-24,7/23/2024,8/8/2024,8/1/2024,8/31/2024,"42,000.00",3M STAR COMPUTERS LLC,3M S,10039XXXXX00003,5HVP1-30% CAPEX PAYMENT TO 3M STAR FOR PO50005166,"2,100.00","2,100.00",-
01 Invoice,111111111111111,ABC LTD.,INV/KQ/2024/513,7/6/2024,8/12/2024,8/1/2024,8/31/2024,"8,000.00",KQ LLC,KQ L,10045XXXXX00003,5HVP-2ND PAYMENT TO KQ FOR ENGINEERING CONSULTANCY PO50004766,400,400,-
01 Invoice,111111111111111,ABC LTD.,AE1420724ATIR0002142 / 0326 /2075,7/31/2024,8/1/2024,8/1/2024,8/31/2024,"47,758.40",STANDARD CHARTERED BANK,STAN,10026XXXXX00003,2GJ-BANK VAT CHARGES FOR THE MONTH OF JUL'24 (SCB),"2,387.92","2,387.92",-
01 Invoice,111111111111111,ABC LTD.,0324070292 / 0678 / 1019,7/31/2024,8/1/2024,8/1/2024,8/31/2024,"23,147.40",BNP PARIBAS DUBAI BRANCH,BNP,10004XXXXX00003,2GJ-BANK VAT CHARGES FOR THE MONTH OF JUL'24 (BNP),"1,157.37","1,157.37",-
01 Invoice,111111111111111,ABC LTD.,0324070439 / 776 /1130,7/31/2024,8/1/2024,8/1/2024,8/31/2024,"28,474.40",BNP PARIBAS DUBAI BRANCH,BNP,10004XXXXX00003,5GJ-BANK VAT CHARGES FOR THE MONTH OF JUL'24 (BNP),"1,423.72","1,423.72",-
01 Invoice,111111111111111,ABC LTD.,324070293,7/31/2024,8/1/2024,8/1/2024,8/31/2024,150,BNP PARIBAS DUBAI BRANCH,BNP,10004XXXXX00003,1GJ-BANK VAT CHARGES FOR THE MONTH OF JUL'24 (BNP),7.5,7.5,-
01 Invoice,111111111111111,ABC LTD.,AE1420724ATIR0000093,7/31/2024,8/1/2024,8/1/2024,8/31/2024,564.6,STANDARD CHARTERED BANK,STAN,10026XXXXX00003,5GJ-BANK VAT CHARGES FOR THE MONTH OF JUL'24 (SCB),28.23,28.23,-
01 Invoice,111111111111111,ABC LTD.,324070291,7/20/2024,8/1/2024,8/1/2024,8/31/2024,341.6,BNP PARIBAS DUBAI BRANCH,BNP,10004XXXXX00003,5GJ-BANK VAT CHARGES FOR THE MONTH OF JUL'24 (BNP),17.08,17.08,-
01 Invoice,111111111111111,ABC LTD.,3M-2985-24,7/23/2024,8/26/2024,8/1/2024,8/31/2024,"42,000.00",3M STAR COMPUTERS LLC,3M S,10039XXXXX00003,5HVP1-30% 2ND CAPEX PAYMENT TO 3M STAR FOR PO50005166,"2,100.00","2,100.00",-
01 Invoice,111111111111111,ABC LTD.,ABC/AM/0012/023,12/29/2023,8/30/2024,8/1/2024,8/31/2024,"-122,000.00",AL SHUJAA BUILDING CONTRCATING L L C,AL S,10030XXXXX00003,PO50004243- reversal of input tax - claimed in dec,"-6,100.00","-6,100.00",-
01 Invoice,111111111111111,ABC LTD.,102070112588,8/13/2024,8/19/2024,8/1/2024,8/31/2024,"6,344.60",Dubai Electricity & Water Authority (PJSC),Duba,10002XXXXX00003,2VP-DEWA- WATER CHARGES 06/07/24-05/08/24 (AED7937.83),317.23,317.23,-
01 Invoice,111111111111111,ABC LTD.,10006394643,8/20/2024,8/28/2024,8/1/2024,8/31/2024,"48,624.60",Dubai Electricity & Water Authority (PJSC),Duba,10002XXXXX00003,"2VP-DEWA-ELECTRICITY CHARGES 11/07/24-10/08/24(51,055.83)","2,431.23","2,431.23",-
01 Invoice,111111111111111,ABC LTD.,JEN24-40300,7/19/2024,8/26/2024,8/1/2024,8/31/2024,943.80,Mohd. Al Qama General Trading Co LLC,Mohd,10006XXXXX00003,FITTINGS ITEMS,47.19,47.19,-
01 Invoice,111111111111111,ABC LTD.,188393,7/20/2024,8/26/2024,8/1/2024,8/31/2024,505.80,SEDANA TRADINNG CO.LLC,SEDA,10006XXXXX00003,GUN FOR WASHING,25.29,25.29,-
01 Invoice,111111111111111,ABC LTD.,CS/FT BR/2024/14184,7/17/2024,8/26/2024,8/1/2024,8/31/2024,200.00,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING LLC,FAK,10006XXXXX00003,HELMET CHAIN STRIP,10.00,10,-
01 Invoice,111111111111111,ABC LTD.,TI/742604996/24,7/25/2024,8/26/2024,8/1/2024,8/31/2024,495.00,AL QOUZ BUILDING MATERIAL TRADING L L C,AL Q,10003XXXXX00003,SPANER AND GASKET,24.75,24.75,-
01 Invoice,111111111111111,ABC LTD.,T/742605991/24,7/31/2024,8/26/2024,8/1/2024,8/31/2024,130.00,AL QOUZ BUILDING MATERIAL TRADING L L C,AL Q,10003XXXXX00003,HAMMER,6.50,6.5,-
01 Invoice,111111111111111,ABC LTD.,3263,7/31/2024,8/26/2024,8/1/2024,8/31/2024,200.00,SYNDUSTRIAL BULIDING MATERIAL TRADING L.L.C,SYND,10045XXXXX00003,PIPE WARP,10,10,-
01 Invoice,111111111111111,ABC LTD.,35705,7/29/2024,8/26/2024,8/1/2024,8/31/2024,140.00,HYDROPOWER TRADING LLC,HYDR,10023XXXXX00003,HYADAULIC HOSE,7,7,-
01 Invoice,111111111111111,ABC LTD.,24836/2024,7/31/2024,8/26/2024,8/1/2024,8/31/2024,342.8,VANTAGE UNIVERSAL TRADING LLC,VANT,10046XXXXX00003,WOVEN STRAPPING,17.14,17.14,-
01 Invoice,111111111111111,ABC LTD.,3056,8/6/2024,8/26/2024,8/1/2024,8/31/2024,675.00,AL SHAFEEQ CARPENTEN,AL S,10033XXXXX00003,WHITE WOOD,33.75,33.75,-
01 Invoice,111111111111111,ABC LTD.,DIP/CAS/102804,8/10/2024,8/26/2024,8/1/2024,8/31/2024,175.00,ALI FARAJ EQUIPMENT & MACHNERY TRADING CO.LLC,ALI,10022XXXXX00003,MAGNETIC CUTTER,8.75,8.75,-
01 Invoice,111111111111111,ABC LTD.,DIP/CAS/102655,8/10/2024,8/26/2024,8/1/2024,8/31/2024,160.00,ALI FARAJ EQUIPMENT & MACHNERY TRADING CO.LLC,ALI,10022XXXXX00003,SQUARE BAR,8,8,-
01 Invoice,111111111111111,ABC LTD.,3363,8/13/2024,8/26/2024,8/1/2024,8/31/2024,285,SYNDUSTRIAL BULIDING MATERIAL TRADING L.L.C,SYND,10045XXXXX00003,HEATING NOZZLES,14.25,14.25,-
01 Invoice,111111111111111,ABC LTD.,22950,8/13/2024,8/26/2024,8/1/2024,8/31/2024,475,SMS Fasteners Trading LLC,SMS,10035XXXXX00003,GI PIN,23.75,23.75,-
01 Invoice,111111111111111,ABC LTD.,185677,8/24/2024,8/26/2024,8/1/2024,8/31/2024,119,Farook International Stationery,Faro,10030XXXXX00003,WHITECORRECTION PENS,5.95,5.95,-
01 Invoice,111111111111111,ABC LTD.,002/PJIN2024001025,8/16/2024,8/26/2024,8/1/2024,8/31/2024,250,Dutest IndustrialEstablishment,Dute,10031XXXXX00003,SELF LOCK HOOK,12.5,12.5,-
01 Invoice,111111111111111,ABC LTD.,TV/7/42608331/24,8/15/2024,8/26/2024,8/1/2024,8/31/2024,195.00,AL QOOZ ULTIMATE AUTO ACCESSORIES TRADING LLC,AL Q,10003XXXXX00003,MAGNETIC DRIL BIT,9.75,9.75,-
01 Invoice,111111111111111,ABC LTD.,13-284335,8/13/2024,8/26/2024,8/1/2024,8/31/2024,113,Finetools Trading LLC,Fine,10031XXXXX00003,COOPER WELD,5.65,5.65,-
01 Invoice,111111111111111,ABC LTD.,DIP/CAS/139436,8/10/2024,8/29/2024,8/1/2024,8/31/2024,480,ALI FARAJ EQUIPMENT & MACHNERY TRADING CO.LLC,ALI,10022XXXXX00003,CIRCULER SAW,24,24,-
01 Invoice,111111111111111,ABC LTD.,32943,3/8/2024,8/29/2024,8/1/2024,8/31/2024,675,AL YAQEEN HARDWARE TRADING LLC,AL Y,10026XXXXX00000,32943-Washing Pump-2PC2003798,33.75,33.75,-
01 Invoice,111111111111111,ABC LTD.,304204131015,8/28/2024,8/31/2024,8/1/2024,8/31/2024,"1,707.80","Sharjah Electricity, Water and Gas Authority",Shar,10039XXXXX00003,5GJ-SEWA-ELECTRICITY & WATER PAYMENT FOR THE MONTH OF AUG'24-20000020604,85.39,85.39,-
01 Invoice,111111111111111,ABC LTD.,304270144031,8/28/2024,8/31/2024,8/1/2024,8/31/2024,"52,595.00","Sharjah Electricity, Water and Gas Authority",Shar,10039XXXXX00003,5GJ-SEWA-ELECTRICITY & WATER PAYMENT FOR THE MONTH OF AUG'24-2229429495,"2,629.75","2,629.75",-
01 Invoice,111111111111111,ABC LTD.,304204127395,8/28/2024,8/31/2024,8/1/2024,8/31/2024,"148,670.00","Sharjah Electricity, Water and Gas Authority",Shar,10039XXXXX00003,5GJ-SEWA-ELECTRICITY & WATER PAYMENT FOR THE MONTH OF AUG'24-5427240788,"7,433.50","7,433.50",-
01 Invoice,111111111111111,ABC LTD.,304208227833,8/28/2024,8/31/2024,8/1/2024,8/31/2024,"63,506.80","Sharjah Electricity, Water and Gas Authority",Shar,10039XXXXX00003,5GJ-SEWA-ELECTRICITY & WATER PAYMENT FOR THE MONTH OF AUG'24-4552267896,"3,175.34","3,175.34",-
01 Invoice,111111111111111,ABC LTD.,304208226238,8/28/2024,8/31/2024,8/1/2024,8/31/2024,"46,070.00","Sharjah Electricity, Water and Gas Authority",Shar,10039XXXXX00003,5GJ-SEWA-ELECTRICITY & WATER PAYMENT FOR THE MONTH OF AUG'24-2443064486,"2,303.50","2,303.50",-
01 Invoice,111111111111111,ABC LTD.,304208229433,8/28/2024,8/31/2024,8/1/2024,8/31/2024,"84,545.00","Sharjah Electricity, Water and Gas Authority",Shar,10039XXXXX00003,5GJ-SEWA-ELECTRICITY & WATER PAYMENT FOR THE MONTH OF AUG'24-6610141458,"4,227.25","4,227.25",-
01 Invoice,111111111111111,ABC LTD.,INV1924735694,8/1/2024,8/25/2024,8/1/2024,8/31/2024,95.00,Emirates Telecommunications Group Company (Etisalat Group) P.J.S.C,Emir,10002XXXXX00003,Telephone Expenses for JULY 2024 OFFICE FAX 04-3472521,4.75,4.75,-
01 Invoice,111111111111111,ABC LTD.,INV1922056279,8/1/2024,8/25/2024,8/1/2024,8/31/2024,95.00,Emirates Telecommunications Group Company (Etisalat Group) P.J.S.C,Emir,10002XXXXX00003,Telephone Expenses for JULY 2024 OFFICE TEL 04-3474411,4.75,4.75,-
01 Invoice,111111111111111,ABC LTD.,INV1922052424,8/1/2024,8/25/2024,8/1/2024,8/31/2024,"1,613.60",Emirates Telecommunications Group Company (Etisalat Group) P.J.S.C,Emir,10002XXXXX00003,Telephone Expenses for JULY 2024 OFFICE 04-8036666,80.68,80.68,-
01 Invoice,111111111111111,ABC LTD.,INV1921457366,8/1/2024,8/25/2024,8/1/2024,8/31/2024,"3,525.00",Emirates Telecommunications Group Company (Etisalat Group) P.J.S.C,Emir,10002XXXXX00003,Telephone Expenses for JULY 2024 JAFZA ADSL 04-8801440,176.25,176.25,-
01 Invoice,111111111111111,ABC LTD.,INV1921618691,8/1/2024,8/25/2024,8/1/2024,8/31/2024,"12,909.00",Emirates Telecommunications Group Company (Etisalat Group) P.J.S.C,Emir,10002XXXXX00003,Telephone Expenses for JULY 2024 DIGITAL PREMIUM INTERNET 900104125151,645.45,645.45,-
01 Invoice,111111111111111,ABC LTD.,INV1921515516,8/1/2024,8/25/2024,8/1/2024,8/31/2024,"2,475.00",Emirates Telecommunications Group Company (Etisalat Group) P.J.S.C,Emir,10002XXXXX00003,TELEPHONE EXPENSES FOR JULY 2024 BOARDLINE WITH INTERNET 06-5264217,123.75,123.75,-
01 Invoice,111111111111111,ABC LTD.,INV1924527396,8/1/2024,8/25/2024,8/1/2024,8/31/2024,95,Emirates Telecommunications Group Company (Etisalat Group) P.J.S.C,Emir,10002XXXXX00003,TELEPHONE EXPENSES FOR JULY 2024 FAX 06-5269235,4.75,4.75,-
01 Invoice,111111111111111,ABC LTD.,INV1921507851,8/1/2024,8/25/2024,8/1/2024,8/31/2024,"1,875.00",Emirates Telecommunications Group Company (Etisalat Group) P.J.S.C,Emir,10002XXXXX00003,TELEPHONE EXPENSES FOR JULY 2024 INTERNET BUNDLES 550 MBPS 06-7675790,93.75,93.75,-
01 Invoice,111111111111111,ABC LTD.,INV1925002185,8/1/2024,8/25/2024,8/1/2024,8/31/2024,95.00,Emirates Telecommunications Group Company (Etisalat Group) P.J.S.C,Emir,10002XXXXX00003,TELEPHONE EXPENSES FOR JULY 2024 LANDLINE DIRECTOR-AMHZ 06-5269236,4.75,4.75,-
01 Invoice,111111111111111,ABC LTD.,INV1925002185,8/1/2024,8/25/2024,8/1/2024,8/31/2024,95.00,Emirates Telecommunications Group Company (Etisalat Group) P.J.S.C,Emir,10002XXXXX00003,TELEPHONE EXPENSES FOR JULY 2024 DIRECTORS 06-5269237,4.75,4.75,-
01 Invoice,111111111111111,ABC LTD.,INV1922623551,8/1/2024,8/25/2024,8/1/2024,8/31/2024,710.80,Emirates Telecommunications Group Company (Etisalat Group) P.J.S.C,Emir,10002XXXXX00003,TELEPHONE EXPENSES FOR JULY 2024 FIXED LINE OVER SIP (BUSINESS TRUNK) 06-59,35.54,35.54,-
01 Invoice,111111111111111,ABC LTD.,INV1921445196,8/1/2024,8/25/2024,8/1/2024,8/31/2024,"1,095.00",Emirates Telecommunications Group Company (Etisalat Group) P.J.S.C,Emir,10002XXXXX00003,TELEPHONE EXPENSES FOR JULY 2024 INTERNET BUNDLES200 MBPSCML YARD 65237800,54.75,54.75,-
01 Invoice,111111111111111,ABC LTD.,66582,8/13/2024,8/29/2024,8/1/2024,8/31/2024,"29,750.00",AHMAD OBAID SHIPPING LLC,AHMA,10029XXXXX00003,Transportation Charges.,"1,487.50","1,487.50",-
01 Invoice,111111111111111,ABC LTD.,R00691,7/19/2024,8/31/2024,8/1/2024,8/31/2024,125.00,PARAMOUNT SHIPPING AND FORWARDING LLC,PARA,10037XXXXX00003,Documentation Charges.,6.25,6.25,-
01 Invoice,111111111111111,ABC LTD.,R00661,7/10/2024,8/31/2024,8/1/2024,8/31/2024,125.00,PARAMOUNT SHIPPING AND FORWARDING LLC,PARA,10037XXXXX00003,Documentation Charges.,6.25,6.25,-
01 Invoice,111111111111111,ABC LTD.,R00633,7/4/2024,8/31/2024,8/1/2024,8/31/2024,75.00,PARAMOUNT SHIPPING AND FORWARDING LLC,PARA,10037XXXXX00003,Documentation Charges.,3.75,3.75,-
01 Invoice,111111111111111,ABC LTD.,R00636,7/5/2024,8/31/2024,8/1/2024,8/31/2024,75.00,PARAMOUNT SHIPPING AND FORWARDING LLC,PARA,10037XXXXX00003,Documentation Charges.,3.75,3.75,-
01 Invoice,111111111111111,ABC LTD.,R00675,7/15/2024,8/31/2024,8/1/2024,8/31/2024,125.00,PARAMOUNT SHIPPING AND FORWARDING LLC,PARA,10037XXXXX00003,Documentation Charges.,6.25,6.25,-
01 Invoice,111111111111111,ABC LTD.,R00719,7/25/2024,8/31/2024,8/1/2024,8/31/2024,125.00,PARAMOUNT SHIPPING AND FORWARDING LLC,PARA,10037XXXXX00003,Documentation Charges.,6.25,6.25,-
01 Invoice,111111111111111,ABC LTD.,R00717,7/25/2024,8/31/2024,8/1/2024,8/31/2024,125.00,PARAMOUNT SHIPPING AND FORWARDING LLC,PARA,10037XXXXX00003,Documentation Charges.,6.25,6.25,-
01 Invoice,111111111111111,ABC LTD.,R00704,7/23/2024,8/31/2024,8/1/2024,8/31/2024,125.00,PARAMOUNT SHIPPING AND FORWARDING LLC,PARA,10037XXXXX00003,Documentation Charges.,6.25,6.25,-
01 Invoice,111111111111111,ABC LTD.,R00705,7/23/2024,8/31/2024,8/1/2024,8/31/2024,125.00,PARAMOUNT SHIPPING AND FORWARDING LLC,PARA,10037XXXXX00003,Documentation Charges.,6.25,6.25,-
01 Invoice,111111111111111,ABC LTD.,R00686,7/17/2024,8/31/2024,8/1/2024,8/31/2024,125.00,PARAMOUNT SHIPPING AND FORWARDING LLC,PARA,10037XXXXX00003,Documentation Charges.,6.25,6.25,-
01 Invoice,111111111111111,ABC LTD.,R00689,7/18/2024,8/31/2024,8/1/2024,8/31/2024,125.00,PARAMOUNT SHIPPING AND FORWARDING LLC,PARA,10037XXXXX00003,Documentation Charges.,6.25,6.25,-
01 Invoice,111111111111111,ABC LTD.,R00710,7/23/2024,8/31/2024,8/1/2024,8/31/2024,125.00,PARAMOUNT SHIPPING AND FORWARDING LLC,PARA,10037XXXXX00003,Documentation Charges.,6.25,6.25,-
01 Invoice,111111111111111,ABC LTD.,R00745,7/31/2024,8/31/2024,8/1/2024,8/31/2024,75.00,PARAMOUNT SHIPPING AND FORWARDING LLC,PARA,10037XXXXX00003,Documentation Charges.,3.75,3.75,-
01 Invoice,111111111111111,ABC LTD.,R00741,7/30/2024,8/31/2024,8/1/2024,8/31/2024,125,PARAMOUNT SHIPPING AND FORWARDING LLC,PARA,10037XXXXX00003,Documentation Charges.,6.25,6.25,-
01 Invoice,111111111111111,ABC LTD.,R00738,7/30/2024,8/31/2024,8/1/2024,8/31/2024,125.00,PARAMOUNT SHIPPING AND FORWARDING LLC,PARA,10037XXXXX00003,Documentation Charges.,6.25,6.25,-
01 Invoice,111111111111111,ABC LTD.,R00776,8/8/2024,8/31/2024,8/1/2024,8/31/2024,75.00,PARAMOUNT SHIPPING AND FORWARDING LLC,PARA,10037XXXXX00003,Documentation Charges.,3.75,3.75,-
01 Invoice,111111111111111,ABC LTD.,23921,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"1,750.00",JASBIR JAMMU TRANSPORT BY HEAVY TRUCKS (LLC),JASB,10036XXXXX00003,Transportation Charges.,87.5,87.5,-
01 Invoice,111111111111111,ABC LTD.,23712,8/2/2024,8/31/2024,8/1/2024,8/31/2024,"5,400.00",JASBIR JAMMU TRANSPORT BY HEAVY TRUCKS (LLC),JASB,10036XXXXX00003,Transportation Charges.,270,270,-
01 Invoice,111111111111111,ABC LTD.,2024/150,7/31/2024,8/31/2024,8/1/2024,8/31/2024,715.00,MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation Charges.,35.75,35.75,-
01 Invoice,111111111111111,ABC LTD.,2024/142,7/31/2024,8/31/2024,8/1/2024,8/31/2024,"18,385.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation Charges.,919.25,919.25,-
01 Invoice,111111111111111,ABC LTD.,2024/169,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"20,275.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation Charges.,"1,013.75","1,013.75",-
01 Invoice,111111111111111,ABC LTD.,2024/181,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"1,430.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation Charges.,71.5,71.5,-
01 Invoice,111111111111111,ABC LTD.,JK-478,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"5,550.00",AL FARIS GENERAL LAND TRANSPORT,AL F,10035XXXXX00003,Transportation Charges.,277.5,277.5,-
01 Invoice,111111111111111,ABC LTD.,IBX2414785,8/23/2024,8/31/2024,8/1/2024,8/31/2024,150.00,I B X LOGISTICS LLC,I B,10057XXXXX00003,Documentation Charges.,7.5,7.5,-
01 Invoice,111111111111111,ABC LTD.,IBX2414787,8/23/2024,8/31/2024,8/1/2024,8/31/2024,150.00,I B X LOGISTICS LLC,I B,10057XXXXX00003,Documentation Charges.,7.5,7.5,-
01 Invoice,111111111111111,ABC LTD.,IBX2414786,8/23/2024,8/31/2024,8/1/2024,8/31/2024,150,I B X LOGISTICS LLC,I B,10057XXXXX00003,Documentation Charges.,7.5,7.5,-
01 Invoice,111111111111111,ABC LTD.,IBX2414784,8/23/2024,8/31/2024,8/1/2024,8/31/2024,150.00,I B X LOGISTICS LLC,I B,10057XXXXX00003,Documentation Charges.,7.5,7.5,-
01 Invoice,111111111111111,ABC LTD.,IBX2414615,8/9/2024,8/31/2024,8/1/2024,8/31/2024,150.00,I B X LOGISTICS LLC,I B,10057XXXXX00003,Documentation Charges.,7.5,7.5,-
01 Invoice,111111111111111,ABC LTD.,IBX2414822,8/29/2024,8/31/2024,8/1/2024,8/31/2024,150.00,I B X LOGISTICS LLC,I B,10057XXXXX00003,Documentation Charges.,7.50,7.5,-
01 Invoice,111111111111111,ABC LTD.,IBX2414692,8/17/2024,8/31/2024,8/1/2024,8/31/2024,150.00,I B X LOGISTICS LLC,I B,10057XXXXX00003,Documentation Charges.,7.50,7.5,-
